0.0, A, 74.0867237403587, 
0.25, A, 171.26852908394216, 
0.5, A, 689.9061362715237, 
0.75, A, 359.56145863154677, 
1.0, A, 554.9991835493205, 
1.25, A, 644.4757177330032, 
1.5, A, 247.79186480058826, 
1.75, A, 802.0276449251016, 
2.0, B, 139.0387879584688, 
2.25, A, 108.14854994164001, 
2.5, A, 772.8309172458263, 
2.75, A, 563.9687193522791, 
3.0, A, 31.52275672525965, 
3.25, A, 933.9460289280108, 
3.5, A, 217.9186162491539, 
3.75, A, 536.3279276250279, 
4.0, A, 907.4123131009239, 
4.25, A, 799.9546715282188, 
4.5, A, 568.1790607621558, 
4.75, B, 171.86034555836002, 
5.0, B, 9.668095207382256, 
5.25, A, 533.2589341910262, 
5.5, A, 204.14604442563638, 
5.75, A, 279.89178929019516, 
6.0, A, 410.90817081919965, 
6.25, A, 723.2324355291121, 
6.5, A, 783.5281693020445, 
6.75, A, 13.32876398345116, 
7.0, B, 179.450561402636, 
7.25, B, 125.27840054139187, 
7.5, B, 272.9380076464424, 
7.75, B, 86.82013914086946, 
8.0, A, 834.3421864832645, 
8.25, A, 536.0807833045014, 
8.5, A, 72.52305465631322, 
8.75, A, 280.7107761012648, 
9.0, A, 404.9528726215828, 
9.25, B, 230.35693198427077, 
9.5, B, 50.86794158066565, 
9.75, A, 687.6692582018251, 
10.0, A, 904.6371093654078, 
10.25, A, 431.41437286958126, 
10.5, A, 249.1791064640928, 
10.75, A, 459.67046092724496, 
11.0, A, 733.7681026066579, 
11.25, A, 419.4083502169903, 
11.5, A, 215.12606652938922, 
11.75, A, 260.0829349256092, 
12.0, A, 239.56811041497414, 
12.25, A, 304.0812317392261, 
12.5, B, 206.45508728722513, 
12.75, A, 106.35034982765166, 
13.0, A, 575.8589400843548, 
13.25, B, 31.639662846885507, 
13.5, B, 188.72636067844024, 
13.75, A, 540.0630465669147, 
14.0, B, 216.01643098468293, 
14.25, A, 292.984859070399, 
14.5, B, 110.4147757845879, 
14.75, A, 737.8401799865605, 
15.0, A, 458.9917625357317, 
15.25, A, 348.0442609288921, 
15.5, A, 893.2995092992878, 
15.75, A, 58.304234663923744, 
16.0, B, 245.99775458785243, 
16.25, A, 913.1464175841987, 
16.5, A, 204.02298430662682, 
16.75, A, 953.9863225291813, 
17.0, A, 660.3687145735229, 
17.25, A, 586.3369610830621, 
17.5, A, 693.9584218225825, 
17.75, A, 713.6411216958146, 
18.0, A, 693.5286879405026, 
18.25, A, 606.4449476522632, 
18.5, A, 11.304312054205296, 
18.75, B, 85.43582480249601, 
19.0, A, 17.04689806183934, 
19.25, A, 510.3883997800458, 
19.5, A, 543.7143283973676, 
19.75, B, 297.3923355488679, 
20.0, A, 388.24119262562687, 
20.25, B, 12.328509267895042, 
20.5, B, 102.69265870713336, 
20.75, B, 283.37442365124394, 
21.0, B, 111.42307613262481, 
21.25, A, 919.037930920243, 
21.5, A, 662.2066820204864, 
21.75, A, 874.4921698848043, 
22.0, A, 759.3819868183521, 
22.25, B, 58.2740656897507, 
22.5, B, 298.71385761727004, 
22.75, A, 472.9467981098476, 
23.0, A, 787.5043806593277, 
23.25, B, 74.545411131612, 
23.5, A, 531.3267326719845, 
23.75, A, 909.6333191075971, 
24.0, A, 932.46547207156, 
24.25, A, 272.1379903002392, 
24.5, B, 164.27435951720682, 
24.75, B, 232.85140515010596, 
25.0, A, 726.2752216072294, 
25.25, A, 219.4129377702474, 
25.5, B, 118.25942746869455, 
25.75, A, 906.5103445473113, 
26.0, A, 423.6976457656915, 
26.25, A, 582.6003367600674, 
26.5, A, 153.70944107252663, 
26.75, A, 872.6872986606337, 
27.0, B, 117.49966889626538, 
27.25, A, 875.5212945237687, 
27.5, B, 135.5080579299772, 
27.75, B, 73.54394780893443, 
28.0, A, 985.2056493988249, 
28.25, A, 350.37467133935513, 
28.5, A, 349.7088923733877, 
28.75, A, 26.265274398324383, 
29.0, A, 812.8492021684546, 
29.25, B, 104.62263190749626, 
29.5, A, 738.780472784686, 
29.75, B, 249.52008072786813, 
30.0, B, 142.283673763123, 
30.25, A, 425.9264765612036, 
30.5, B, 189.33630847994502, 
30.75, A, 830.7639797519597, 
31.0, A, 58.96559971625586, 
31.25, B, 188.14992409283795, 
31.5, B, 230.85026225433643, 
31.75, A, 952.7398842457279, 
32.0, A, 960.0625374638373, 
32.25, A, 312.3249090377181, 
32.5, A, 817.7264669397274, 
32.75, A, 116.1503899251596, 
33.0, A, 137.15218572120145, 
33.25, A, 678.0124504055185, 
33.5, A, 293.54732805069597, 
33.75, B, 289.30640977020255, 
34.0, B, 97.65074396210703, 
34.25, A, 235.97604480667692, 
34.5, B, 75.78887983969624, 
34.75, A, 926.1495151781953, 
35.0, A, 743.4242128806242, 
35.25, B, 294.49329283327876, 
35.5, B, 202.5184663533272, 
35.75, B, 229.85978384502707, 
36.0, A, 207.2738293760761, 
36.25, A, 266.1883532580602, 
